TaskID, TaskType, Elapsed, Deserialize, DeserializeCPU, Serialize
     7, ShuffleMapTask, 17913.00, 9327.00, 1573049533.00, 0.00
    22, ShuffleMapTask, 17897.00, 8517.00, 71110074.00, 0.00
    34, ShuffleMapTask, 17891.00, 10126.00, 53834684.00, 0.00
    58, ShuffleMapTask, 17856.00, 10535.00, 62894053.00, 0.00
    73, ShuffleMapTask, 17786.00, 10112.00, 43332525.00, 1.00
    86, ShuffleMapTask, 3017.00, 3.00, 3094767.00, 0.00
    31, ShuffleMapTask, 18191.00, 10522.00, 64254039.00, 0.00
    41, ShuffleMapTask, 18228.00, 9577.00, 50218232.00, 0.00
    62, ShuffleMapTask, 18302.00, 10533.00, 1696523488.00, 0.00
    78, ShuffleMapTask, 18237.00, 10109.00, 78237289.00, 0.00
    53, ShuffleMapTask, 18639.00, 10039.00, 48254453.00, 0.00
    79, ShuffleMapTask, 18548.00, 10108.00, 1536242922.00, 0.00
    71, ShuffleMapTask, 18665.00, 10397.00, 57058705.00, 0.00
    30, ShuffleMapTask, 18836.00, 10523.00, 61659008.00, 0.00
    76, ShuffleMapTask, 18708.00, 10110.00, 54096398.00, 0.00
    75, ShuffleMapTask, 18710.00, 10112.00, 628335793.00, 0.00
    28, ShuffleMapTask, 18960.00, 10527.00, 1488097881.00, 0.00
    65, ShuffleMapTask, 18848.00, 10403.00, 1531321249.00, 0.00
    25, ShuffleMapTask, 18997.00, 10526.00, 65181219.00, 0.00
    72, ShuffleMapTask, 18929.00, 10111.00, 53834424.00, 0.00
    70, ShuffleMapTask, 19036.00, 10397.00, 45444562.00, 0.00
    48, ShuffleMapTask, 19234.00, 10043.00, 638233307.00, 1.00
    40, ShuffleMapTask, 19297.00, 9579.00, 68624270.00, 1.00
    95, ShuffleMapTask, 2934.00, 4.00, 3663163.00, 0.00
    56, ShuffleMapTask, 19699.00, 10536.00, 43955646.00, 0.00
    21, ShuffleMapTask, 19888.00, 8517.00, 57145509.00, 0.00
    98, ShuffleMapTask, 3436.00, 3.00, 3451339.00, 0.00
    46, ShuffleMapTask, 20030.00, 9571.00, 612426595.00, 0.00
    82, ShuffleMapTask, 6666.00, 3.00, 3470484.00, 0.00
    87, ShuffleMapTask, 5039.00, 24.00, 6522136.00, 0.00
    39, ShuffleMapTask, 20358.00, 10121.00, 71958574.00, 0.00
   101, ShuffleMapTask, 3804.00, 233.00, 7932494.00, 0.00
    91, ShuffleMapTask, 4723.00, 10.00, 4540793.00, 1.00
    93, ShuffleMapTask, 4512.00, 11.00, 6161231.00, 0.00
    42, ShuffleMapTask, 20505.00, 9576.00, 49747415.00, 0.00
    90, ShuffleMapTask, 4944.00, 5.00, 5053107.00, 0.00
    88, ShuffleMapTask, 5024.00, 5.00, 4784755.00, 0.00
    24, ShuffleMapTask, 20855.00, 10533.00, 56524747.00, 0.00
   119, ShuffleMapTask, 3015.00, 19.00, 5694467.00, 0.00
    89, ShuffleMapTask, 5245.00, 8.00, 7270321.00, 0.00
    54, ShuffleMapTask, 20900.00, 10039.00, 51771597.00, 0.00
    49, ShuffleMapTask, 21223.00, 10043.00, 62235485.00, 0.00
   128, ShuffleMapTask, 3074.00, 3.00, 4023394.00, 0.00
    92, ShuffleMapTask, 5554.00, 17.00, 6316410.00, 0.00
    94, ShuffleMapTask, 5288.00, 7.00, 5064205.00, 0.00
    59, ShuffleMapTask, 21557.00, 10535.00, 66418906.00, 0.00
    52, ShuffleMapTask, 21666.00, 10042.00, 78111291.00, 0.00
    66, ShuffleMapTask, 21570.00, 10402.00, 60515778.00, 0.00
    84, ShuffleMapTask, 7023.00, 4.00, 3567533.00, 0.00
   118, ShuffleMapTask, 4035.00, 4.00, 3689025.00, 0.00
   103, ShuffleMapTask, 4970.00, 8.00, 3736434.00, 1.00
    80, ShuffleMapTask, 8649.00, 7.00, 3988799.00, 0.00
   106, ShuffleMapTask, 4841.00, 4.00, 3101161.00, 0.00
   115, ShuffleMapTask, 4346.00, 4.00, 4436337.00, 0.00
   137, ShuffleMapTask, 2958.00, 4.00, 3910782.00, 0.00
   122, ShuffleMapTask, 4053.00, 6.00, 4659969.00, 0.00
   134, ShuffleMapTask, 3229.00, 3.00, 2822013.00, 0.00
    81, ShuffleMapTask, 8843.00, 8.00, 4835387.00, 0.00
   113, ShuffleMapTask, 4746.00, 5.00, 4073101.00, 0.00
    51, ShuffleMapTask, 22221.00, 10042.00, 65289447.00, 0.00
    55, ShuffleMapTask, 22245.00, 10038.00, 56722282.00, 0.00
   121, ShuffleMapTask, 4469.00, 4.00, 3665048.00, 0.00
    45, ShuffleMapTask, 22420.00, 9572.00, 1584469658.00, 0.00
   108, ShuffleMapTask, 5437.00, 4.00, 2918618.00, 0.00
   114, ShuffleMapTask, 5300.00, 184.00, 4401592.00, 0.00
   135, ShuffleMapTask, 3865.00, 6.00, 3241381.00, 0.00
   140, ShuffleMapTask, 3594.00, 5.00, 3987607.00, 0.00
   146, ShuffleMapTask, 2864.00, 4.00, 3140619.00, 0.00
    63, ShuffleMapTask, 23096.00, 10531.00, 50367013.00, 0.00
    44, ShuffleMapTask, 23268.00, 9573.00, 44281206.00, 0.00
    85, ShuffleMapTask, 8275.00, 3.00, 2993762.00, 0.00
   136, ShuffleMapTask, 4366.00, 5.00, 3033592.00, 0.00
    99, ShuffleMapTask, 6875.00, 6.00, 4902853.00, 0.00
   127, ShuffleMapTask, 5101.00, 6.00, 5360064.00, 0.00
   100, ShuffleMapTask, 6909.00, 5.00, 4461230.00, 0.00
   141, ShuffleMapTask, 4258.00, 5.00, 4696325.00, 0.00
    97, ShuffleMapTask, 7040.00, 13.00, 4861439.00, 0.00
    27, ShuffleMapTask, 23631.00, 10526.00, 625894737.00, 0.00
   124, ShuffleMapTask, 5543.00, 4.00, 3817808.00, 0.00
   129, ShuffleMapTask, 5063.00, 3.00, 3604650.00, 0.00
   123, ShuffleMapTask, 5855.00, 183.00, 4156401.00, 0.00
   126, ShuffleMapTask, 5658.00, 3.00, 3407266.00, 0.00
   167, ShuffleMapTask, 2417.00, 3.00, 3121684.00, 0.00
   176, ShuffleMapTask, 2269.00, 4.00, 2694096.00, 0.00
   133, ShuffleMapTask, 5575.00, 5.00, 4050683.00, 0.00
   117, ShuffleMapTask, 6686.00, 5.00, 3858383.00, 0.00
   116, ShuffleMapTask, 6881.00, 3.00, 3050897.00, 0.00
   147, ShuffleMapTask, 4407.00, 5.00, 4109846.00, 0.00
   182, ShuffleMapTask, 2106.00, 3.00, 2856794.00, 0.00
   142, ShuffleMapTask, 5368.00, 4.00, 4044037.00, 0.00
   131, ShuffleMapTask, 5928.00, 4.00, 3074685.00, 0.00
   132, ShuffleMapTask, 6002.00, 5.00, 4950786.00, 0.00
   161, ShuffleMapTask, 3487.00, 6.00, 3588042.00, 1.00
   170, ShuffleMapTask, 3054.00, 11.00, 2969813.00, 0.00
   109, ShuffleMapTask, 7959.00, 6.00, 5497245.00, 0.00
   148, ShuffleMapTask, 4810.00, 5.00, 4919135.00, 0.00
   164, ShuffleMapTask, 3670.00, 6.00, 4860212.00, 0.00
   152, ShuffleMapTask, 4778.00, 4.00, 3479617.00, 0.00
   120, ShuffleMapTask, 7483.00, 4.00, 3855274.00, 0.00
   130, ShuffleMapTask, 6703.00, 6.00, 3207054.00, 0.00
   153, ShuffleMapTask, 4888.00, 4.00, 2921623.00, 1.00
   174, ShuffleMapTask, 3600.00, 4.00, 4019859.00, 0.00
   179, ShuffleMapTask, 3431.00, 6.00, 4650972.00, 0.00
   154, ShuffleMapTask, 5078.00, 5.00, 4373718.00, 0.00
   173, ShuffleMapTask, 3881.00, 3.00, 3403293.00, 1.00
   138, ShuffleMapTask, 6816.00, 22.00, 11735610.00, 0.00
   104, ShuffleMapTask, 8953.00, 4.00, 3449014.00, 0.00
   144, ShuffleMapTask, 6156.00, 6.00, 5516805.00, 0.00
    57, ShuffleMapTask, 26092.00, 10535.00, 47879307.00, 0.00
   158, ShuffleMapTask, 5214.00, 3.00, 2937198.00, 0.00
   159, ShuffleMapTask, 5211.00, 4.00, 3001538.00, 0.00
   197, ShuffleMapTask, 2528.00, 3.00, 2644433.00, 0.00
   125, ShuffleMapTask, 8160.00, 4.00, 4089256.00, 0.00
   149, ShuffleMapTask, 5987.00, 6.00, 5533866.00, 1.00
   185, ShuffleMapTask, 3590.00, 4.00, 3327974.00, 0.00
   155, ShuffleMapTask, 5827.00, 5.00, 5548167.00, 0.00
   150, ShuffleMapTask, 6166.00, 3.00, 3341999.00, 0.00
   139, ShuffleMapTask, 7435.00, 4.00, 3018580.00, 1.00
   194, ShuffleMapTask, 3097.00, 3.00, 2838421.00, 0.00
    61, ShuffleMapTask, 26635.00, 10533.00, 655143214.00, 0.00
   200, ShuffleMapTask, 2982.00, 3.00, 2775754.00, 0.00
   160, ShuffleMapTask, 5747.00, 5.00, 4343375.00, 0.00
    96, ShuffleMapTask, 10595.00, 12.00, 4536505.00, 0.00
   189, ShuffleMapTask, 3778.00, 4.00, 3520996.00, 0.00
   163, ShuffleMapTask, 5634.00, 4.00, 3899270.00, 0.00
   186, ShuffleMapTask, 4406.00, 17.00, 17554070.00, 0.00
   180, ShuffleMapTask, 4968.00, 12.00, 4109420.00, 0.00
   105, ShuffleMapTask, 10471.00, 3.00, 3804655.00, 0.00
   145, ShuffleMapTask, 7527.00, 4.00, 3168179.00, 0.00
   192, ShuffleMapTask, 4140.00, 4.00, 3542460.00, 0.00
   183, ShuffleMapTask, 4858.00, 5.00, 5406789.00, 0.00
   110, ShuffleMapTask, 10521.00, 6.00, 4418746.00, 0.00
   221, ShuffleMapTask, 2170.00, 4.00, 3142517.00, 0.00
   209, ShuffleMapTask, 3266.00, 5.00, 5018430.00, 0.00
   156, ShuffleMapTask, 7154.00, 12.00, 6425054.00, 0.00
   175, ShuffleMapTask, 6126.00, 26.00, 17308988.00, 0.00
   224, ShuffleMapTask, 2437.00, 3.00, 3245708.00, 0.00
   190, ShuffleMapTask, 5047.00, 5.00, 4397212.00, 0.00
   191, ShuffleMapTask, 5032.00, 11.00, 5057800.00, 0.00
   196, ShuffleMapTask, 4858.00, 4.00, 3302315.00, 0.00
   205, ShuffleMapTask, 4087.00, 2.00, 2415642.00, 0.00
   151, ShuffleMapTask, 8351.00, 4.00, 3380287.00, 0.00
   181, ShuffleMapTask, 6392.00, 5.00, 4276258.00, 0.00
   202, ShuffleMapTask, 4672.00, 3.00, 2987691.00, 0.00
   143, ShuffleMapTask, 9364.00, 8.00, 5573747.00, 0.00
   218, ShuffleMapTask, 3745.00, 5.00, 3717083.00, 0.00
   216, ShuffleMapTask, 3850.00, 4.00, 3415026.00, 0.00
   208, ShuffleMapTask, 4593.00, 6.00, 3312152.00, 0.00
   199, ShuffleMapTask, 5563.00, 6.00, 4309162.00, 0.00
   203, ShuffleMapTask, 4941.00, 4.00, 3002807.00, 0.00
   198, ShuffleMapTask, 5633.00, 5.00, 4230204.00, 0.00
   157, ShuffleMapTask, 8506.00, 18.00, 4032181.00, 0.00
   214, ShuffleMapTask, 4265.00, 4.00, 3347374.00, 0.00
   172, ShuffleMapTask, 7471.00, 6.00, 5239775.00, 0.00
   207, ShuffleMapTask, 4752.00, 4.00, 3620285.00, 1.00
   111, ShuffleMapTask, 12199.00, 5.00, 3959980.00, 0.00
   187, ShuffleMapTask, 6329.00, 5.00, 3260682.00, 0.00
   236, ShuffleMapTask, 2915.00, 6.00, 4988848.00, 0.00
   210, ShuffleMapTask, 4707.00, 3.00, 3904288.00, 0.00
   230, ShuffleMapTask, 3390.00, 2.00, 2542143.00, 0.00
   165, ShuffleMapTask, 7859.00, 4.00, 3018131.00, 0.00
   245, ShuffleMapTask, 2309.00, 3.00, 2846056.00, 0.00
   102, ShuffleMapTask, 13035.00, 4.00, 4009844.00, 1.00
   231, ShuffleMapTask, 3605.00, 4.00, 3504455.00, 0.00
   251, ShuffleMapTask, 2204.00, 2.00, 2663548.00, 0.00
   213, ShuffleMapTask, 5081.00, 4.00, 3671178.00, 0.00
   195, ShuffleMapTask, 6716.00, 4.00, 4220145.00, 0.00
   219, ShuffleMapTask, 4968.00, 5.00, 3457159.00, 0.00
   193, ShuffleMapTask, 6984.00, 7.00, 3414360.00, 0.00
   234, ShuffleMapTask, 4110.00, 5.00, 2707834.00, 0.00
   229, ShuffleMapTask, 4512.00, 3.00, 2251521.00, 0.00
   177, ShuffleMapTask, 8663.00, 4.00, 4947688.00, 0.00
   228, ShuffleMapTask, 5071.00, 3.00, 2863096.00, 0.00
   204, ShuffleMapTask, 6836.00, 7.00, 7123476.00, 0.00
   232, ShuffleMapTask, 5074.00, 3.00, 2888808.00, 0.00
   238, ShuffleMapTask, 4772.00, 4.00, 3800906.00, 0.00
   206, ShuffleMapTask, 6957.00, 3.00, 2847584.00, 0.00
   107, ShuffleMapTask, 14452.00, 5.00, 3745278.00, 0.00
   272, ShuffleMapTask, 2334.00, 3.00, 2476852.00, 0.00
   225, ShuffleMapTask, 5788.00, 3.00, 2914599.00, 0.00
   260, ShuffleMapTask, 3100.00, 3.00, 2703092.00, 0.00
   249, ShuffleMapTask, 4500.00, 3.00, 2572694.00, 0.00
   240, ShuffleMapTask, 5200.00, 3.00, 2718636.00, 0.00
   250, ShuffleMapTask, 4485.00, 3.00, 2542044.00, 0.00
   235, ShuffleMapTask, 5673.00, 4.00, 2713504.00, 1.00
   184, ShuffleMapTask, 9602.00, 15.00, 3556600.00, 0.00
   284, ShuffleMapTask, 2232.00, 5.00, 4936027.00, 0.00
   212, ShuffleMapTask, 7503.00, 10.00, 3541664.00, 1.00
   263, ShuffleMapTask, 3476.00, 2.00, 3014359.00, 0.00
   255, ShuffleMapTask, 4299.00, 3.00, 2755687.00, 0.00
   227, ShuffleMapTask, 6486.00, 5.00, 4619723.00, 0.00
   278, ShuffleMapTask, 3176.00, 4.00, 3167835.00, 0.00
   247, ShuffleMapTask, 5266.00, 3.00, 2663264.00, 0.00
   253, ShuffleMapTask, 4855.00, 6.00, 4853073.00, 0.00
   239, ShuffleMapTask, 5989.00, 3.00, 3190569.00, 0.00
   274, ShuffleMapTask, 3524.00, 2.00, 2644048.00, 0.00
   112, ShuffleMapTask, 15693.00, 4.00, 4919725.00, 0.00
   258, ShuffleMapTask, 4624.00, 3.00, 2822789.00, 0.00
   241, ShuffleMapTask, 6305.00, 3.00, 2873113.00, 1.00
   262, ShuffleMapTask, 4392.00, 3.00, 2580057.00, 0.00
   269, ShuffleMapTask, 4129.00, 4.00, 2795160.00, 0.00
   293, ShuffleMapTask, 2214.00, 2.00, 3001167.00, 0.00
   270, ShuffleMapTask, 4277.00, 3.00, 2784671.00, 0.00
   266, ShuffleMapTask, 4344.00, 3.00, 3262312.00, 0.00
   248, ShuffleMapTask, 6198.00, 3.00, 3360615.00, 0.00
   265, ShuffleMapTask, 4692.00, 3.00, 2710604.00, 0.00
   242, ShuffleMapTask, 6833.00, 3.00, 2932725.00, 0.00
   171, ShuffleMapTask, 12019.00, 3.00, 2758310.00, 0.00
   280, ShuffleMapTask, 4362.00, 16.00, 6397254.00, 0.00
   217, ShuffleMapTask, 8756.00, 4.00, 3000378.00, 0.00
   277, ShuffleMapTask, 4628.00, 5.00, 5456794.00, 0.00
   281, ShuffleMapTask, 4332.00, 2.00, 3379486.00, 0.00
   273, ShuffleMapTask, 4847.00, 3.00, 3167715.00, 0.00
    60, ShuffleMapTask, 34293.00, 10534.00, 55748005.00, 0.00
   211, ShuffleMapTask, 9437.00, 3.00, 3549640.00, 1.00
   302, ShuffleMapTask, 2350.00, 5.00, 3276320.00, 0.00
   188, ShuffleMapTask, 11376.00, 4.00, 3427969.00, 0.00
   290, ShuffleMapTask, 3920.00, 3.00, 2646664.00, 0.00
   287, ShuffleMapTask, 4314.00, 2.00, 2494828.00, 0.00
   166, ShuffleMapTask, 13145.00, 9.00, 7992858.00, 0.00
   259, ShuffleMapTask, 6251.00, 2.00, 2609057.00, 0.00
   285, ShuffleMapTask, 4562.00, 3.00, 3362746.00, 0.00
   275, ShuffleMapTask, 5586.00, 4.00, 3545316.00, 0.00
   299, ShuffleMapTask, 3230.00, 3.00, 3221939.00, 0.00
   223, ShuffleMapTask, 9341.00, 3.00, 3373026.00, 0.00
   311, ShuffleMapTask, 2445.00, 4.00, 3549803.00, 0.00
   254, ShuffleMapTask, 7193.00, 2.00, 2963513.00, 0.00
   279, ShuffleMapTask, 5867.00, 3.00, 2678363.00, 1.00
   169, ShuffleMapTask, 13686.00, 3.00, 3051661.00, 0.00
   271, ShuffleMapTask, 6246.00, 3.00, 2662021.00, 0.00
   291, ShuffleMapTask, 4533.00, 4.00, 2603100.00, 0.00
   267, ShuffleMapTask, 6579.00, 2.00, 3063790.00, 0.00
   286, ShuffleMapTask, 5575.00, 3.00, 2395219.00, 0.00
   326, ShuffleMapTask, 2109.00, 3.00, 2569001.00, 0.00
   320, ShuffleMapTask, 2404.00, 3.00, 2600194.00, 0.00
   283, ShuffleMapTask, 6018.00, 3.00, 2810245.00, 0.00
   295, ShuffleMapTask, 4772.00, 10.00, 8415615.00, 0.00
   244, ShuffleMapTask, 9098.00, 3.00, 2683046.00, 0.00
   268, ShuffleMapTask, 7081.00, 3.00, 3465554.00, 0.00
   314, ShuffleMapTask, 3478.00, 3.00, 2641954.00, 0.00
   332, ShuffleMapTask, 2163.00, 3.00, 2932545.00, 1.00
   276, ShuffleMapTask, 7010.00, 5.00, 3985268.00, 0.00
   305, ShuffleMapTask, 4101.00, 3.00, 2622677.00, 1.00
   162, ShuffleMapTask, 15015.00, 4.00, 3371290.00, 0.00
   304, ShuffleMapTask, 4360.00, 2.00, 2528292.00, 0.00
   316, ShuffleMapTask, 3804.00, 2.00, 2520333.00, 0.00
   264, ShuffleMapTask, 7876.00, 25.00, 5019500.00, 0.00
   310, ShuffleMapTask, 4414.00, 3.00, 3800047.00, 1.00
   298, ShuffleMapTask, 5463.00, 2.00, 2514824.00, 0.00
   246, ShuffleMapTask, 9701.00, 2.00, 2507841.00, 0.00
   338, ShuffleMapTask, 2455.00, 3.00, 3053823.00, 0.00
   257, ShuffleMapTask, 8909.00, 3.00, 2775863.00, 0.00
   233, ShuffleMapTask, 10974.00, 4.00, 3742642.00, 0.00
   312, ShuffleMapTask, 4598.00, 3.00, 2715740.00, 0.00
   318, ShuffleMapTask, 4023.00, 4.00, 3069587.00, 0.00
   300, ShuffleMapTask, 5445.00, 4.00, 3049424.00, 0.00
   327, ShuffleMapTask, 3599.00, 3.00, 2646754.00, 0.00
   315, ShuffleMapTask, 4716.00, 4.00, 3005010.00, 1.00
   297, ShuffleMapTask, 6009.00, 2.00, 2495123.00, 0.00
   331, ShuffleMapTask, 3563.00, 2.00, 2561315.00, 0.00
   329, ShuffleMapTask, 3722.00, 3.00, 2683559.00, 0.00
   289, ShuffleMapTask, 7317.00, 3.00, 2699765.00, 0.00
   288, ShuffleMapTask, 7434.00, 3.00, 3313183.00, 0.00
   296, ShuffleMapTask, 6785.00, 5.00, 3549358.00, 0.00
   215, ShuffleMapTask, 13075.00, 6.00, 5880137.00, 0.00
   313, ShuffleMapTask, 5508.00, 7.00, 3387758.00, 0.00
   321, ShuffleMapTask, 4746.00, 3.00, 2636083.00, 0.00
   347, ShuffleMapTask, 2831.00, 3.00, 3443397.00, 0.00
   341, ShuffleMapTask, 3375.00, 4.00, 3736733.00, 0.00
   222, ShuffleMapTask, 12698.00, 3.00, 2696223.00, 0.00
   307, ShuffleMapTask, 5879.00, 3.00, 2831571.00, 0.00
   261, ShuffleMapTask, 9626.00, 7.00, 5421683.00, 0.00
   339, ShuffleMapTask, 3622.00, 3.00, 2566450.00, 0.00
   353, ShuffleMapTask, 2458.00, 3.00, 2522095.00, 0.00
   322, ShuffleMapTask, 4848.00, 4.00, 3560176.00, 0.00
   317, ShuffleMapTask, 5405.00, 3.00, 2984185.00, 0.00
   362, ShuffleMapTask, 2214.00, 3.00, 2406760.00, 0.00
   356, ShuffleMapTask, 2501.00, 3.00, 2631511.00, 0.00
   342, ShuffleMapTask, 3863.00, 3.00, 2502927.00, 0.00
   178, ShuffleMapTask, 16772.00, 6.00, 5032926.00, 0.00
   365, ShuffleMapTask, 2144.00, 2.00, 2533413.00, 0.00
   243, ShuffleMapTask, 11945.00, 3.00, 3026014.00, 0.00
   351, ShuffleMapTask, 3450.00, 3.00, 2828513.00, 0.00
   374, ShuffleMapTask, 1984.00, 3.00, 2361631.00, 0.00
   168, ShuffleMapTask, 17736.00, 4.00, 3518138.00, 0.00
   345, ShuffleMapTask, 4270.00, 2.00, 2636410.00, 0.00
   201, ShuffleMapTask, 15563.00, 5.00, 2852115.00, 0.00
   349, ShuffleMapTask, 4068.00, 3.00, 2435601.00, 0.00
   335, ShuffleMapTask, 5238.00, 3.00, 2725855.00, 0.00
   344, ShuffleMapTask, 4705.00, 2.00, 2582366.00, 0.00
   336, ShuffleMapTask, 5276.00, 4.00, 3420344.00, 0.00
   346, ShuffleMapTask, 4611.00, 2.00, 2632777.00, 0.00
   348, ShuffleMapTask, 4422.00, 3.00, 2483865.00, 0.00
   337, ShuffleMapTask, 5394.00, 3.00, 2392280.00, 0.00
   303, ShuffleMapTask, 7961.00, 5.00, 4687467.00, 0.00
   328, ShuffleMapTask, 6123.00, 3.00, 2606195.00, 0.00
   360, ShuffleMapTask, 3723.00, 2.00, 2911225.00, 0.00
   352, ShuffleMapTask, 4219.00, 2.00, 2480736.00, 0.00
   350, ShuffleMapTask, 4335.00, 10.00, 9635051.00, 0.00
   301, ShuffleMapTask, 8148.00, 9.00, 5953904.00, 0.00
   363, ShuffleMapTask, 3643.00, 3.00, 2698214.00, 0.00
   368, ShuffleMapTask, 3306.00, 3.00, 2895225.00, 0.00
   380, ShuffleMapTask, 2557.00, 3.00, 2602412.00, 0.00
   330, ShuffleMapTask, 6389.00, 6.00, 2659327.00, 0.00
   361, ShuffleMapTask, 4039.00, 4.00, 3162577.00, 0.00
   308, ShuffleMapTask, 8033.00, 2.00, 2539340.00, 0.00
   369, ShuffleMapTask, 3449.00, 2.00, 2499140.00, 0.00
   371, ShuffleMapTask, 3421.00, 4.00, 3112242.00, 0.00
   378, ShuffleMapTask, 3264.00, 2.00, 2597179.00, 0.00
   237, ShuffleMapTask, 14457.00, 4.00, 2984349.00, 0.00
   256, ShuffleMapTask, 12839.00, 3.00, 2806793.00, 0.00
   366, ShuffleMapTask, 4093.00, 3.00, 2459832.00, 0.00
   355, ShuffleMapTask, 4983.00, 2.00, 2649252.00, 0.00
   357, ShuffleMapTask, 4897.00, 3.00, 2641566.00, 0.00
   375, ShuffleMapTask, 3880.00, 2.00, 2523415.00, 0.00
   379, ShuffleMapTask, 3621.00, 3.00, 2624082.00, 0.00
   377, ShuffleMapTask, 3792.00, 3.00, 2943769.00, 0.00
   370, ShuffleMapTask, 4183.00, 3.00, 2571506.00, 0.00
   325, ShuffleMapTask, 7647.00, 2.00, 2325417.00, 0.00
   381, ShuffleMapTask, 3671.00, 4.00, 3037346.00, 0.00
   358, ShuffleMapTask, 5309.00, 3.00, 2769778.00, 0.00
   382, ShuffleMapTask, 3425.00, 2.00, 2459672.00, 0.00
   252, ShuffleMapTask, 13893.00, 3.00, 3338529.00, 0.00
   373, ShuffleMapTask, 4446.00, 4.00, 3549901.00, 0.00
   376, ShuffleMapTask, 4613.00, 5.00, 4442494.00, 0.00
   354, ShuffleMapTask, 6329.00, 3.00, 2561578.00, 0.00
   372, ShuffleMapTask, 5076.00, 5.00, 4226396.00, 0.00
   383, ShuffleMapTask, 4438.00, 3.00, 3113441.00, 0.00
   333, ShuffleMapTask, 8660.00, 3.00, 2477316.00, 1.00
   226, ShuffleMapTask, 17044.00, 5.00, 4579308.00, 0.00
   323, ShuffleMapTask, 9295.00, 4.00, 3174128.00, 0.00
   367, ShuffleMapTask, 5911.00, 3.00, 2799982.00, 0.00
   282, ShuffleMapTask, 13284.00, 3.00, 2748343.00, 0.00
   364, ShuffleMapTask, 6524.00, 3.00, 3038366.00, 1.00
   309, ShuffleMapTask, 10973.00, 3.00, 2695958.00, 0.00
   359, ShuffleMapTask, 7117.00, 3.00, 2503406.00, 0.00
   340, ShuffleMapTask, 9254.00, 3.00, 2553884.00, 1.00
   306, ShuffleMapTask, 11931.00, 3.00, 3017112.00, 0.00
   334, ShuffleMapTask, 10000.00, 3.00, 2781565.00, 0.00
   220, ShuffleMapTask, 19054.00, 4.00, 3321346.00, 0.00
   319, ShuffleMapTask, 11121.00, 4.00, 3201197.00, 0.00
   292, ShuffleMapTask, 13411.00, 8.00, 3275316.00, 0.00
   343, ShuffleMapTask, 9854.00, 7.00, 2914168.00, 0.00
   294, ShuffleMapTask, 13937.00, 4.00, 3268286.00, 0.00
   324, ShuffleMapTask, 12034.00, 3.00, 2633215.00, 0.00
